CYRANO (vivement):,CYRANO (tɛtʋ taa):
  Tais-toi !,Kpazɩ kpalʋʋ!
"  (Depuis un moment, Christian est entré, s'est mêlé aux cadets; ceux-ci","(Kɩɖasɩ nzɩ sɩ-taa, Christian sʋ nɛ ɛ nɛ piya evelisi paɣzɩ ɖama nɩnʋʋ."
  ne lui adressent pas la parole; il a fini par s'asseoir seul à une,"Paanaɣ-ɩ tɔm natʋyʋ lɛ, ɛcaɣ ɛ-cɔlɔ yem"
Scène 2.VIII.,Lɩmaɣzɩyɛ 2.VIII.
"Cyrano, Le Bret, les cadets, qui se sont attablés à droite et à gauche","Cyrano, Le Bret, piya cikpesi nzɩ sɩcaɣnɩnɩnɩ ɖogo nɛ ɖogo yɔ"
et auxquels on sert à boire et à manger.,Nɛ pakpaɣ-wɛ nɛ pɔñɔɔ nɛ pɔñɔɔ.
CYRANO (saluant d'un air goguenard ceux qui sortent sans oser le saluer):,CYRANO (Ɛkɛdaa se ɛsaŋ mba pɛɖɛɣ nɛ pataakpaɣ pa-tɩ nɛ pɛsɛɛ-ɩ yɔ nɛ ɛ-nɔɔ taa leleŋ siŋŋ):
  Messieurs. . .Messieurs. . .Messieurs. . .,Cɔnɩ ɖa-n̄ɩma ɖa-n̄ɩma nɛ ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma ɖa-n̄ɩma
"LE BRET (désolé, redescendant, les bras au ciel):","KƖNƆ (Paa weyi ɛ-laŋɩyɛ wɛɛkɩɣ yɔ, ɛ-nɩŋgbaaŋ wɛ ɛsɔdaa):"
  Ah ! dans quels jolis draps.,Pɩkɛ wondu kɩbandʋ ndʋ tɩ-taa.
CYRANO:,CYRANO:
  Oh ! toi ! tu vas grogner !,Ŋkaɣ ñɔɔzʋʋ.
LE BRET:,Lɩmaɣza wena ŋwɛna yɔ:
"  Enfin, tu conviendras",Pɩkaɣ-ŋ wazʋʋ.
"  Qu'assassiner toujours la chance passagère,",Pɩwɛɛ se ŋla mbʋ nɛ ŋcaɣ se ŋhiɣ ña-tɩ yɔ.
  Devient exagéré.,Pɩlakɩ-m ɛzɩ pɩcɛyaa yɔ.
CYRANO:,CYRANO:
"  Hé bien oui, j'exagère !",Pɩtʋʋ fɛyɩ se pɩcɛyaa se ɖɩmaɣzɩnɩ-ɩ.
LE BRET (triomphant):,KƆƆƆ (Ɛyʋ weyi ɛwazɩɣ yɔ):
  Ah !,Pɩlabɩ ɖeu.
CYRANO:,CYRANO:
"  Mais pour le principe, et pour l'exemple aussi,","Ɛlɛ, kɩɖaʋ ŋgʋ kɩ-yɔɔ lɛ,"
  Je trouve qu'il est bon d'exagérer ainsi.,Pɩtʋʋ fɛyɩ se pɩkɛnɩ kɩbam se ɖɩmaɣzɩnɩ-ɖʋ nɛ ɖɩmaɣzɩnɩ-ɖʋ.
LE BRET:,Lɩmaɣza wena ŋwɛna yɔ:
"  Si tu laissais un peu ton âme mousquetaire,","Ye ŋyele ñe-wezuu caɣʋ nɛ ŋyele nɛ pɩla ɛzɩ ŋwɛʋ yɔ,"
  La fortune et la gloire. . .,Lɩm nɛ koboyaɣ . . .
CYRANO:,CYRANO:
  Et que faudrait-il faire ?,Nɛ ɛbɛ pɩwɛɛ se ɖɩla?
"  Chercher un protecteur puissant, prendre un patron,",Pɩwɛɛ se ɛyʋ ɛñɩnɩ ɛ-tɩ yɔɔ kandɩyaa ɖoŋ tɩnaa nɛ ɛkpaɣ ɛ-ñʋʋdʋ.
  Et comme un lierre obscur qui circonvient un tronc,Nɛ ɛzɩ ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm ñɩɣlɩm
"  Et s'en fait un tuteur en lui léchant l'écorce,",Ɛkpaɣ-kʋ nɛ ɛkpazɩ-kʋ nɛ ɛ-hɛkʊ taa nɛ ɛñɔɔzɩ-kʋ nɛ ɛ-hɛkʊ taa.
  Grimper par ruse au lieu de s'élever par force ?,Pɩwɩlɩɣ se ŋtɩŋɩɣnɩ nʋmɔŋ weyi ɩ-yɔɔ ŋpɩzɩɣ nɛ ŋkpa nɛ ŋtɩŋna nɛ ŋkpazɩ-ŋ ɖoŋ yɔ ɩ-yɔɔ?
"  Non, merci. Dédier, comme tous il le font,","Ɛlɛ, pɩhaɣ-m waɖɛ se mala tʋmɩyɛ nɖɩ."
  Des vers aux financiers ? se changer en bouffon,"Pɩkpaɣʋnɩ ɖomaɣ nɛ pɩtalɩ liidiye laɖʋ lɛ, papɩsɩɣ kɩmɛlɛndʋ"
"  Dans l'espoir vil de voir, aux lèvres d'un ministre,",Ɛɖaŋ kpam se ɛkaɣ naʋ tɔm ndʋ tɩlɩnɩ Ɛsɔ sɛtʋ tʋmlaɖʋ nɔɔyʋ cɔlɔ yɔ.
"  Naître un sourire, enfin, qui ne soit pas sinistre ?",Pɩtɩkɛ ɛyaa mba pa-taa nɔɔyʋ kɛwɛɛ nɛ ɛmɩmɩ-wɛ nɛ ɛmɩmɩmɩ-wɛ nɛ ɛmɩmɩmɩ-wɛ nɛ ɛmɩmɩmɩ-wɛ nɛ ɛmɩmɩmɩ-wɛ nɛ ɛmɩmɩmɩ-wɛ nɛ ɛmɩmɩmɩ-wɛ nɛ ɛmɩmɩmɩ-wɛ.
"  Non, merci. Déjeuner, chaque jour, d'un crapaud ?",Pɩkɛ toovenim se ŋtɔkɩ tɔɔnaɣ paa ɖooye nɛ ŋtɔɔ-kɛ.
  Avoir un ventre usé par la marche ? une peau,Pɩwɛɛ se ɛyʋ ɛ-nɩŋgbanzɩ ɛ-yɔɔ nɛ ɛɖɔŋ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ-yɔɔ nɛ ɛ
"  Qui plus vite, à l'endroit des genoux, devient sale ?",Mba pa-naalɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ nɛ pɛtɛɣ kpaʋ?
  Exécuter des tours de souplesse dorsale ?. . .,Ɛzɩma ŋpɩzɩɣ nɛ ŋla nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋpɩzɩ nɛ ŋlɛ?
"  Non, merci. D'une main flatter la chèvre au cou","Ɛlɛ, pɩsa nɛ ŋwɩlɩ-wɛ se ŋwɛnɩ ɛsɩmɩyɛ."
"  Cependant que, de l'autre, on arrose le chou,","Ɛlɛ́, yee ŋha-wɛ lɩm yɔ,"
"  Et, donneur de séné par désir de rhubarbe,","Nɛ weyi ɛsɔɔlɩ se ɛ-hɔʋ ɛwɛɛ kɩbam yɔ,"
"  Avoir son encensoir, toujours, dans quelque barbe ?",Pɩwɩlɩɣ se ɛwɛnɩ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ-tɩ nɛ ɛ
"  Non, merci ! Se pousser de giron en giron,",Pɩwɛɛ se ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩwɛɛ ɖa-tɩ yɔɔ nɛ ɖɩlakɩ ɖa-tɩ yɔɔ nɛ ɖa-tɩ yɔɔ nɛ ɖa-tɩ yɔɔ nɛ ɖa-tɩ yɔɔ nɛ ɖa-tɩ yɔɔ nɛ ɖa-tɩ yɔɔ nɛ ɖa-tɩ yɔɔ nɛ ɖa-tɩ yɔɔ
"  Devenir un petit grand homme dans un rond,","Pɩkɛdaa lɛ, ɛyʋ sɔsɔ nɔɔyʋ pɩsɩɣ ɛyʋ sɔsɔ nɔɔyʋ."
"  Et naviguer, avec des madrigaux pour rames,",Nɛ mɛlɛnaa taa nɛ mɛlɛnaa taa nɛ mɛlɛnaa taa nɛ mɛlɛnaa taa nɛ mɛlɛnaa taa.
  Et dans ses voiles des soupirs de vieilles dames ?,"Nɛ ɛ-taa lɛ, pɛwɛɛ nɛ pamaɣzaɣ se pɛtɛzɩ-ɩ kpaʋ nɛ ɛ-yɔɔ cɛbʋ."
"  Non, merci ! Chez le bon éditeur de Sercy","Ɛlɛ, pɩhaɣ-m waɖɛ se manpɩsɩ Sercy takayaɣ yɔɔ cɔnɩyʋ."
"  Faire éditer ses vers en payant ? Non, merci !","Pɩtɩkɛ liidiye yɔɔ lɛ, ŋhaɣ-ɩ waɖɛ se ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-nɔɔ nɛ ɛ-yɔɔ."
  S'aller faire nommer pape par les conciles,Pɔñɔɔzʋʋ-wɛ se papɩsɩ pa-tɩ paa le
  Que dans des cabarets tiennent des imbéciles ?,"Pɩwɩlɩɣ se ɛyaa mba pɛwɛnɩ lɩmaɣza kɩdɛkɛda yɔ, pɛwɛɛ cabarets taa."
"  Non, merci ! Travailler à se construire un nom",Pɩwɛɛ se ŋñaɣ pana nɛ ŋtɩlɩ ɛyaa camɩyɛ.
"  Sur un sonnet, au lieu d'en faire d'autres ? Non,","Pɩtɩla, pɩhaɣ-ɖʋ waɖɛ se ɖɩlabɩnɩ tʋmɩyɛ tɔm susuu tʋmɩyɛ."
  Merci ! Ne découvrir du talent qu'aux mazettes ?,"Pɩkɛna ɛyaa mba pɛwɛnɩ abalɩtʋ yɔ, pa-taa ɖeke pɔkɔŋnɩ-tʋ naʋ?"
"  Être terrorisé par de vagues gazettes,",Pɩwɛɛ se sɔɔndʋ ɛkpa-ŋ nɛ tɔm susuu takayɩsɩ nzɩ sɩyɔɔdʋʋ tɔm yɔ.
"  Et se dire sans cesse: Oh, pourvu que je sois","Nɛ ŋtɔŋ se: 'Ye malabɩ mbʋ yɔ,"
  Dans les petits papiers du Mercure François ?. . .,Pɩwɛ Mercure François takayaɣ taa . . .
"  Non, merci ! Calculer, avoir peur, être blême,",Pɩwɛɛ se ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋmaɣzɩ nɛ ŋna mbʋ pɩ-yɔɔ yɔ.
"  Aimer mieux faire une visite qu'un poème,",Pɩkɩlɩɣ ɖeu se ŋla nɛ ŋna-ɩ nɛ pɩkɩlɩ kalɩzaɣ.
"  Rédiger des placets, se faire présenter ?",Pɩpɩzɩɣ nɛ pɩha-ŋ waɖɛ nɛ ŋla nɛ ŋla nɛ ŋtɩlɩ se ŋkɛ ɛyʋ kɩbanʋ.
"  Non, merci ! non, merci ! non, merci ! Mais. . .chanter,","Pɩtɛkɛ, pɩsa nɛ ŋla hendu."
"  Rêver, rire, passer, être seul, être libre,",Pɩwɛɛ se ŋcaɣ wezuu nɛ ŋcaɣ wezuu nɛ ŋcaɣ wezuu nɛ ŋcaɣ wezuu nɛ ŋcaɣ wezuu nɛ ŋcaɣ wezuu nɛ ŋwɛɛ ŋ-tɩ yɔɔ.
"  Avoir l'oeil qui regarde bien, la voix qui vibre,",Pɩwɛɛ se pana camɩyɛ nɛ pɔñɔɔzɩ pa-nɔɔ nɛ pɔñɔɔzɩ pa-nɔɔ nɛ pɔñɔɔzɩ pa-nɔɔ nɛ pɔñɔɔzɩ pa-nɔɔ nɛ pɔñɔɔzɩ pa-nɔɔ nɛ pɔñɔɔzɩ pa-nɔɔ nɛ pɔñɔɔzɩ pa-nɔɔ nɛ pɔñɔɔzɩ pa-nɔɔ nɛ pɔñɔɔzɩ pa-nɔɔ nɛ pɛwɛɛɛnɩ lɩmaɣza kɩbana.
"  Mettre, quand il vous plaît, son feutre de travers,","Ye ŋsɔɔlaa yɔ, ŋpɩzɩɣ nɛ ŋmaɣzɩnɩ-ɩ."
"  Pour un oui, pour un non, se battre,--ou faire un vers !","Ye ŋtisi se ɛɛɛ yɔ, yaa ye ŋtisi se pɩtɩkɛ yɔ, ña nɛ wɛ ɖɩlakɩ you."
"  Travailler sans souci de gloire ou de fortune,",Pɩfɛyɩ se ɖɩñɩnɩ hɩɖɛ ɖʋʋ yaa ñɩm.
"  A tel voyage, auquel on pense, dans la lune !","Lɩmɩyɛ nɖɩ ɖɩ-yɔɔ ɖɩtɩŋɩɣna yɔ, ɖɩ-taa ɖɩwɛɛ."
"  N'écrire jamais rien qui de soi ne sortît,",Pɩfɛyɩ se ŋma tɔm ndʋ tɩlɩnɩ ña-maɣmaɣ ña-tɩ yɔɔ yɔ.
"  Et modeste d'ailleurs, se dire: mon petit,","Nɛ pʋtɔdɩyɛ naʋ mbʋ pʋyɔɔ yɔ, ŋtɔŋ se: ""Man-pɩɣa,"
"  Soit satisfait des fleurs, des fruits, même des feuilles,",Pɩwɛɛ se pɩha-ɩ leleŋ nɛ tɩlaaŋ nɛ tɩlaaŋ nɛ halɩ nɛ pɩkpɛndɩnɩ ñɩɣlɩm.
  Si c'est dans ton jardin à toi que tu les cueilles !,"Ye ŋtɔkɩ-wɛ ña-ɖɩɣa taa yɔ, pɩtʋʋ fɛyɩ se ŋpɩzɩɣ nɛ ŋla mbʋ."
"  Puis, s'il advient d'un peu triompher, par hasard,","Nɛ ye ɛpɩzɩ ɛwazɩ pazɩ yɔ,"
"  Ne pas être obligé d'en rien rendre à César,",Pɩfɛyɩ se ŋhɛyɩ Room wiyaʋ sɔsɔ liidiye naɖɩyɛ.
"  Vis-à-vis de soi-même en garder le mérite,",Pɩsa nɛ ŋɖɔkɩ ña-tɩ kpam nɛ ŋtɩlɩ se ŋkɛ ɛyʋ kɩbanʋ.
"  Bref, dédaignant d'être le lierre parasite,","Pɩtasɩ lɛ, pɩfɛyɩ ɖeu se ɖɩkɛ kɩ-tɛ ñɩtʋ."
"  Lors même qu'on n'est pas le chêne ou le tilleul,","Paa ɖɩtɩkɛ tɩʋ nɛ tɩʋ yɔ,"
"  Ne pas monter bien haut, peut-être, mais tout seul !","Pɩtɩla pɩtɩkɛ ɛsɔdaa yem ɛlɛ, ña-maɣmaɣ ŋpɩzɩɣ nɛ ŋla mbʋ."
LE BRET:,Lɩmaɣza wena ŋwɛna yɔ:
"  Tout seul, soit ! Mais non pas contre tous ! Comment diable",Pɩtɩkɛ paa weyi ɛ-cɔlɔ pɩlɩnaa.
  As-tu donc contracté la manie effroyable,Pɩlabɩ ɛzɩma nɛ ŋwɛnɩ lɩmaɣza kɩdɛkɛda wena a-taa ɛyʋ fɛyɩ yɔ?
"  De te faire toujours, partout, des ennemis ?",Pɩwɩlɩɣ se ŋwɛɛ nɛ ŋlakɩ kala nɛ ŋlakɩ kala nɛ ŋlakɩ mbʋ?
CYRANO:,CYRANO:
"  A force de vous voir vous faire des amis,","Ɛzɩma ɩlakɩ taabalɩyɛ nɛ lalaa yɔ, pɩhaɣ-mɩ ɖoŋ."
"  Et rire à ces amis dont vous avez des foules,",Nɛ ŋseɣ taabalʋ weyi ɩwɛ samaɣ taa yɔ.
  D'une bouche empruntée au derrière des poules !,Ɛkpaɣ ɛ-nɔɔ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ nɛ ɛkpa ɖaʋ.
"  J'aime raréfier sur mes pas les saluts,",Maawɛnɩ sɔɔlɩm se manɖɔm nɛ man-naŋgbanzɩ sɩɖɔm nɛ mansɛɛ-wɛ.
  Et m'écrie avec joie: un ennemi de plus !,Ɛ́lɛ́ yɔɣɔtʋʋnɩ-m nɛ laŋhʋlʋmɩyɛ se: ‹Tɩɖaɣnɩ-m koyindinaa!›
LE BRET:,Lɩmaɣza wena ŋwɛna yɔ:
  Quelle aberration !,Pɩkɛ kɩlɛmʋʋ yɔɔdaɣ siŋŋ.
CYRANO:,CYRANO:
"  Eh bien, oui, c'est mon vice.","Toovenim lɛ, pɩkɛ man-kɩwɛɛkɩm."
  Déplaire est mon plaisir. J'aime qu'on me haïsse.,Pɩkɛdɩnɩ-m se mɛnɖɛɛ nɛ man-taa nɔɔyʋ ɛpaɖɩɣ-m.
"  Mon cher, si tu savais comme l'on marche mieux","Man-sɔɔlɩm, ye ŋsɩm ɛzɩma ɖɩɖɔm camɩyɛ yɔ"
  Sous la pistolétade excitante des yeux !,"Ŋnaɣ ɛyaa mba pɛwɛ ɛzɩ abalɩñɩmbʋ yɔ, pɔ-cɔlɔ."
"  Comme, sur les pourpoints, font d'amusantes taches","Ɛzɩma pɩlakɩ nɛ ɛyaa mba pɔ-tɔm yɔɔdʋʋ wɛ ɖeu yɔ, pɔ-tɔm cɛyɩɣ-wɛ"
  Le fiel des envieux et la bave des lâches !,"Ɛyʋ weyi ɛsɔɔlɩ-ɩ yɔ, ɛ-kʋñɔŋ nɛ ɛ-kʋñɔŋ."
"  --Vous, la molle amitié dont vous vous entourez,","Ña nɛ taabalɩyɛ kɩbanɖɛ nɖɩ ɖɩ-taa ŋwɛɛ yɔ,"
"  Ressemble à ces grands cols d'Italie, ajourés",Pɩwɛ ɛzɩ Itaalii ɛjaɖɛ taa tɛtɛ kpɩnɛ nɖɩ ɖɩ-taa ɖɩ-taa ɖɩ-ñɩm wɛ yɔ.
"  Et flottants, dans lesquels votre cou s'effémine:",Nɛ lɩm taa lɩm ɖʋʋ nɛ pɩ-taa mɩ-hɔʋ wɛɛ nɛ pɩñɩɣyɩɣ.
"  On y est plus à l'aise. . .et de moins haute mine,",Pɩwɛɣ ɖeu se ɖɩwɛɛ peeɖe nɛ ɖɩwɛɛ ɛzɩ ɖɩ-taa yɔ.
"  Car le front n'ayant pas de maintien ni de loi,","Mbʋ́ pʋyɔɔ yɔ, pɛfɛyɩnɩ paɣtʋ natʋyʋ nɛ pɔɖɔŋ tɩ-yɔɔ."
"  S'abandonne à pencher dans tous les sens. Mais moi,",Ɛñakɩ pana se ɛɖɛɛnɩ ɛsɩndaa.
"  La Haine, chaque jour, me tuyaute et m'apprête",Sɔɔlɩm wɛɛ nɛ pɩkpazɩɣ-m ɖoŋ paa evemiye nɖɩ
  La fraise dont l'empois force à lever la tête;,"Kʋñɔŋ weyi ɛ-ñɩm wɛna yɔ, ɛkpazɩɣ ɛ-ñʋʋ."
  Chaque ennemi de plus est un nouveau godron,Kañɩma lɛɛka lɛ kɩfalʋʋ
"  Qui m'ajoute une gêne, et m'ajoute un rayon:",Ɛtɛzɩ-m hɛyʋʋ nɛ ɛtɛzɩ-m hɛyʋʋ.
"  Car, pareille en tous points à la fraise espagnole,","Mbʋ pʋyɔɔ yɔ, paa ɛzɩmtaa lɛ, ɛzɩ Ɛsɩpaañɩ ñɩtʋ yɔ,"
"  La Haine est un carcan, mais c'est une auréole !","Ñɩmɩyɛ kɛna kɩmɩyɛ naɖɩyɛ, ɛlɛ pɩkɛ kɩmɩyɛ naɖɩyɛ."
